Title,Genre,Score,Release Date,Budget,Revenue,Duration
The Little Prince,['Adventure'],76.0,29/07/2015,"64,000,000.00","97,571,250.00",1.8
Anastasia,['Animation'],76.0,21/11/1997,"53,000,000.00","139,804,348.00",1.57
Butch Cassidy and the Sundance Kid,['Western'],76.0,24/09/1969,"6,000,000.00","102,308,889.00",1.85
The Hand of God,['Drama'],76.0,24/11/2021,-,-,2.17
Ready Player One,['Science Fiction'],76.0,29/03/2018,"175,000,000.00","607,274,134.00",2.33
Manon of the Spring,['Drama'],76.0,19/11/1986,-,-,1.88
The Danish Girl,['Drama'],76.0,04/02/2016,"15,000,000.00","64,191,523.00",1.98
Eyes Without a Face,['Drama'],76.0,11/01/1960,-,"58,656.00",1.4
Ferris Bueller's Day Off,['Comedy'],76.0,11/06/1986,"6,000,000.00","70,136,369.00",1.72
JFK,['Drama'],76.0,20/12/1991,"40,000,000.00","205,405,498.00",3.15
A Short Film About Killing,['Crime'],76.0,11/03/1988,-,-,1.42
The Rules of the Game,['Drama'],76.0,09/07/1939,"8,847,685.00",-,1.77
I Still Believe,['Music'],76.0,13/03/2020,"12,000,000.00","16,069,730.00",1.92
Searching,['Thriller'],76.0,24/08/2018,"1,000,000.00","75,462,037.00",1.7
Deadpool,['Action'],76.0,12/02/2016,"58,000,000.00","783,100,000.00",1.8
Going Clear: Scientology and the Prison of Belief,['Documentary'],76.0,25/01/2015,-,-,1.98
Children of Men,['Drama'],76.0,07/12/2006,"76,000,000.00","70,595,464.00",1.82
Groundhog Day,['Romance'],76.0,11/02/1993,"14,600,000.00","71,074,049.00",1.68
A Man Called Ove,['Comedy'],76.0,25/12/2015,-,"30,692,889.00",1.93
Being There,['Comedy'],76.0,19/12/1979,-,"30,177,511.00",2.17
Forever My Girl,['Romance'],76.0,26/01/2018,"3,500,000.00","16,367,326.00",1.73
The Anthem of the Heart,['Animation'],76.0,19/09/2015,-,"8,852,989.00",1.98
Breathless,['Drama'],76.0,16/03/1960,-,-,1.5
Beasts of No Nation,['Drama'],76.0,16/10/2015,"6,000,000.00","9,077,700.00",2.28
I Origins,['Science Fiction'],76.0,18/07/2014,-,"336,472.00",1.77
Road to Ninja: Naruto the Movie,['Animation'],76.0,28/07/2012,-,"17,900,000.00",1.82
Band of Outsiders,['Crime'],76.0,05/08/1964,"120,000.00","182,857.00",1.62
"Ruby Gillman, Teenage Kraken",['Animation'],76.0,30/06/2023,"70,000,000.00","42,223,749.00",1.52
Fireproof,['Drama'],76.0,26/09/2008,"500,000.00","33,456,317.00",2.03
A Prophet,['Crime'],76.0,26/08/2009,"13,000,000.00","17,873,691.00",2.58
Billy Elliot,['Drama'],76.0,08/02/2001,"5,000,000.00","109,280,263.00",1.83
The Round Up,['Drama'],76.0,10/03/2010,"20,000,000.00","25,346,148.00",1.92
Kikujiro,['Comedy'],76.0,05/06/1999,-,-,1.95
Toy Story 2,['Animation'],76.0,24/11/1999,"90,000,000.00","497,366,869.00",1.53
Amy,['Documentary'],76.0,10/07/2015,-,"8,413,144.00",2.13
Arrival,['Drama'],76.0,25/11/2016,"47,000,000.00","203,388,186.00",1.93
The Longest Ride,['Drama'],76.0,10/04/2015,"34,000,000.00","63,013,281.00",2.13
The Garden of Words,['Animation'],76.0,31/05/2013,-,-,0.77
The World's Fastest Indian,['Drama'],76.0,13/10/2005,"25,000,000.00",-,2.12
L'Avventura,['Drama'],76.0,29/09/1960,-,-,2.4
Sonic the Hedgehog 2,['Action'],76.0,31/03/2022,"110,000,000.00","402,656,846.00",2.05
The Fall,['Adventure'],76.0,30/05/2008,"30,000,000.00","3,669,465.00",1.95
Talk to Her,['Drama'],76.0,15/03/2002,-,"64,803,131.00",1.87
The Longest Day,['War'],76.0,04/10/1962,"10,000,000.00","50,100,000.00",2.97
Bao,['Animation'],76.0,15/06/2018,-,-,0.13
The Sea Inside,['Drama'],76.0,03/09/2004,"12,806,000.00","38,535,221.00",2.08
The Witcher: Nightmare of the Wolf,['Animation'],76.0,23/08/2021,-,-,1.38
Mad Max: Fury Road,['Action'],76.0,14/05/2015,"150,000,000.00","378,858,340.00",2.02
My Man Godfrey,['Comedy'],76.0,02/09/1936,"575,375.00","684,200.00",1.58
10 Things I Hate About You,['Comedy'],76.0,31/03/1999,"16,000,000.00","53,478,166.00",1.62
The Curious Case of Benjamin Button,['Drama'],76.0,25/12/2008,"150,000,000.00","335,802,786.00",2.77
Moulin Rouge!,['Drama'],76.0,01/06/2001,"52,500,000.00","179,213,434.00",2.13
Love and Death,['Comedy'],76.0,10/06/1975,"3,000,000.00","20,173,742.00",1.42
American Gangster,['Drama'],76.0,27/12/2007,"100,000,000.00","266,465,037.00",2.62
Bringing Up Baby,['Comedy'],76.0,18/02/1938,"1,073,000.00",-,1.7
What We Do in the Shadows,['Comedy'],76.0,19/06/2014,"1,600,000.00","6,263,224.00",1.43
The Consequences of Love,['Drama'],76.0,24/09/2004,-,-,1.67
The Wizard of Oz,['Adventure'],76.0,25/08/1939,"2,777,000.00","33,754,967.00",1.7
Lady Snowblood,['Action'],76.0,01/12/1973,-,-,1.62
The Last Samurai,['Drama'],76.0,05/02/2004,"140,000,000.00","456,758,981.00",2.57
Avatar,['Action'],76.0,17/12/2009,"237,000,000.00","2,923,706,026.00",2.7
Purple Noon,['Crime'],76.0,10/03/1960,-,-,1.92
The Call of the Wild,['Adventure'],76.0,20/02/2020,"109,000,000.00","111,202,881.00",1.67
The Beatles: Eight Days a Week - The Touring Years,['Documentary'],76.0,05/01/2017,-,"12,283,800.00",1.77
The Holy Mountain,['Drama'],76.0,29/11/1973,"750,000.00",-,1.9
Imagine Me & You,['Drama'],76.0,16/06/2006,-,"2,455,831.00",1.55
East of Eden,['Drama'],76.0,10/04/1955,-,-,1.92
Dogman,['Crime'],76.0,17/05/2018,-,"5,080,147.00",1.72
Ex Machina,['Drama'],76.0,20/02/2015,"15,000,000.00","36,869,414.00",1.8
The Hobbit: The Desolation of Smaug,['Fantasy'],76.0,13/12/2013,"250,000,000.00","958,400,000.00",2.68
Moon,['Science Fiction'],76.0,12/06/2009,"5,000,000.00","9,760,104.00",1.62
Where the Crawdads Sing,['Mystery'],76.0,15/07/2022,"24,000,000.00","127,000,000.00",2.08
Fatherhood,['Drama'],76.0,18/06/2021,-,-,1.82
Rurouni Kenshin Part I: Origins,['Adventure'],76.0,25/08/2012,-,"61,700,000.00",2.23
Drive,['Drama'],76.0,16/09/2011,"15,000,000.00","78,054,825.00",1.67
Thelma & Louise,['Drama'],76.0,24/05/1991,"16,000,000.00","45,361,000.00",2.17
Moana,['Adventure'],76.0,23/11/2016,"150,000,000.00","690,860,472.00",1.78
Kuch Kuch Hota Hai,['Romance'],76.0,16/10/1998,"153,000.00","15,306,000.00",3.08
Secrets & Lies,['Drama'],76.0,24/05/1996,"4,500,000.00","13,417,292.00",2.37
Halloween,['Horror'],76.0,25/10/1978,"325,000.00","70,274,000.00",1.52
Earth,['Documentary'],76.0,22/04/2007,"15,000,000.00","109,000,000.00",1.5
Guess Who's Coming to Dinner,['Drama'],76.0,11/12/1967,"4,000,000.00","56,666,667.00",1.8
Mary Poppins,['Comedy'],76.0,18/08/1965,"6,000,000.00","103,082,380.00",2.32
The Worst Person in the World,['Drama'],76.0,15/10/2021,"5,000,000.00","11,800,000.00",2.13
I Am Sam,['Drama'],76.0,28/12/2001,"22,000,000.00","92,542,418.00",2.2
They Call Me Trinity,['Action'],76.0,22/12/1970,-,-,1.92
The Suicide Squad,['Action'],76.0,06/08/2021,"185,000,000.00","168,717,425.00",2.2
The Body,['Thriller'],76.0,21/12/2012,-,-,1.87
"Yesterday, Today and Tomorrow",['Drama'],76.0,21/12/1963,-,-,1.98
The Diving Bell and the Butterfly,['Drama'],76.0,23/05/2007,"14,000,020.00","19,777,647.00",1.87
Evil Dead II,['Horror'],76.0,13/03/1987,"3,500,000.00","10,900,000.00",1.4
Italian Race,['Drama'],76.0,07/04/2016,-,"2,412,312.00",1.98
Apocalypto,['Action'],76.0,08/12/2006,"40,000,000.00","120,654,337.00",2.32
Tell It to the Bees,['Romance'],76.0,19/07/2019,-,-,1.77
"Good Bye, Lenin!",['Comedy'],76.0,13/02/2003,"4,800,000.00","79,384,880.00",2.02
Coach Carter,['Drama'],76.0,14/01/2005,"30,000,000.00","76,669,806.00",2.27
The Manchurian Candidate,['Thriller'],76.0,24/10/1962,"2,200,000.00","7,700,000.00",2.1
Lou,['Family'],76.0,16/06/2017,-,-,0.1
Enola Holmes 2,['Adventure'],76.0,04/11/2022,-,-,2.15
Free Guy,['Comedy'],76.0,13/08/2021,"110,000,000.00","331,526,598.00",1.92
We Need to Talk About Kevin,['Drama'],76.0,09/12/2011,"7,000,000.00","10,765,283.00",1.88
Gilda,['Drama'],76.0,25/04/1946,"2,000,000.00","6,000,000.00",1.83
The Butterfly Effect,['Science Fiction'],76.0,23/01/2004,"13,000,000.00","96,060,858.00",1.88
"One, Two, Three",['Comedy'],76.0,15/12/1961,"3,000,000.00","4,000,000.00",1.92
The Tomorrow War,['Action'],76.0,30/06/2021,"200,000,000.00","14,400,000.00",2.3
The Wolf's Call,['Thriller'],76.0,20/02/2019,"22,400,000.00","12,652,790.00",1.92
Exit Through the Gift Shop,['Documentary'],76.0,16/04/2010,-,"4,790,751.00",1.45
The Game,['Drama'],76.0,04/12/1997,"50,000,000.00","109,423,648.00",2.15
Missing,['Thriller'],75.0,20/01/2023,"7,000,000.00","45,100,756.00",1.85
Beautiful Boy,['Drama'],76.0,12/10/2018,"25,000,000.00","7,649,973.00",2.02
Kramer vs. Kramer,['Drama'],76.0,19/12/1979,"8,000,000.00","106,260,000.00",1.75
Hard Boiled,['Action'],76.0,16/04/1992,"4,500,000.00",-,2.1
Hotel Mumbai,['Thriller'],76.0,14/03/2019,-,"16,872,691.00",2.05
In a Lonely Place,['Drama'],76.0,17/05/1950,-,-,1.57
The Seven Deadly Sins: Prisoners of the Sky,['Action'],76.0,18/08/2018,-,-,1.65
Our Little Sister,['Drama'],76.0,13/06/2015,-,"346,485.00",2.12
Bianca,['Drama'],76.0,23/02/1984,-,-,1.6
Champions,['Drama'],76.0,06/04/2018,"4,920,975.00","20,121,318.00",2.07
Captain Phillips,['Action'],76.0,11/10/2013,"55,000,000.00","218,791,811.00",2.23
Undisputed III: Redemption,['Action'],76.0,22/05/2010,"3,000,000.00",-,1.6
Hot Fuzz,['Crime'],76.0,14/02/2007,"12,000,000.00","80,573,774.00",2.02
The Man Who Wasn't There,['Crime'],76.0,16/11/2001,"20,000,000.00",-,1.93
Lady Vengeance,['Drama'],76.0,29/07/2005,-,"23,803,308.00",1.92
"Girl, Interrupted",['Drama'],76.0,21/12/1999,"40,000,000.00","48,350,205.00",2.12
Spartacus,['History'],76.0,13/10/1960,"12,000,000.00","60,000,000.00",3.28
Mysterious Skin,['Drama'],76.0,06/05/2005,-,"1,524,966.00",1.75
The Bride of Frankenstein,['Drama'],76.0,20/04/1935,"393,750.00","2,000,000.00",1.25
Bāhubali: The Beginning,['Action'],75.0,10/07/2015,"25,130,430.00","90,747,520.00",2.63
Where Eagles Dare,['Action'],75.0,12/03/1969,"7,700,000.00","21,000,000.00",2.58
Gattaca,['Thriller'],75.0,24/10/1997,"36,000,000.00","12,532,777.00",1.77
Rebel Without a Cause,['Drama'],75.0,29/10/1955,"1,500,000.00","4,500,000.00",1.85
Custody,['Drama'],75.0,07/02/2018,-,"81,455.00",1.55
Carandiru,['Drama'],75.0,18/03/2004,"3,684,600.00",-,2.47
I Stand Alone,['Drama'],75.0,16/05/1998,-,-,1.48
Still Life,['Drama'],75.0,18/05/2014,-,-,1.53
The Emperor's New Groove,['Adventure'],75.0,15/12/2000,"100,000,000.00","169,327,687.00",1.3
The Call,['Thriller'],75.0,27/11/2020,-,-,1.87
The Blue Umbrella,['Animation'],75.0,20/06/2013,-,-,0.12
BURN·E,['Animation'],75.0,17/11/2008,-,-,0.13
Little Big Man,['Adventure'],75.0,14/12/1970,"15,000,000.00","31,559,552.00",2.32
Badlands,['Crime'],75.0,15/10/1973,"450,000.00",-,1.57
"Cyrano, My Love",['Comedy'],75.0,09/01/2019,-,-,1.88
Crush,['Comedy'],75.0,29/04/2022,-,-,1.53
Me and Earl and the Dying Girl,['Drama'],75.0,12/06/2015,-,-,1.75
The Conjuring,['Horror'],75.0,19/07/2013,"13,000,000.00","320,406,242.00",1.87
Serpico,['Crime'],75.0,18/12/1973,"3,000,000.00","29,800,000.00",2.17
The Thin Man,['Comedy'],75.0,25/05/1934,"226,408.00","1,423,000.00",1.52
Instant Family,['Comedy'],75.0,16/11/2018,"48,000,000.00","120,989,656.00",1.97
Blade Runner 2049,['Science Fiction'],75.0,05/10/2017,"150,000,000.00","259,239,658.00",2.73
Casino Royale,['Adventure'],75.0,23/11/2006,"150,000,000.00","599,045,960.00",2.4
Indie Game: The Movie,['Documentary'],75.0,18/05/2012,-,-,1.72
Black Narcissus,['Drama'],75.0,26/05/1947,"424,000.00",-,1.67
Gandhi,['Drama'],75.0,30/11/1982,"22,000,000.00","77,737,889.00",3.18
Shaun of the Dead,['Horror'],75.0,24/09/2004,"6,100,000.00","30,097,092.00",1.65
From Up on Poppy Hill,['Animation'],75.0,16/07/2011,"22,000,000.00","61,037,844.00",1.52
Midnight in Paris,['Fantasy'],75.0,20/05/2011,"17,000,000.00","151,119,219.00",1.57
"4 Months, 3 Weeks and 2 Days",['Drama'],75.0,14/09/2007,"852,510.00","1,185,783.00",1.9
Manchester by the Sea,['Drama'],75.0,18/11/2016,"9,000,000.00","78,988,148.00",2.3
Vampire Hunter D: Bloodlust,['Animation'],75.0,21/04/2001,-,"151,086.00",1.72
My Fair Lady,['Romance'],75.0,21/10/1964,"17,000,000.00","72,661,442.00",2.83
A Close Shave,['Family'],75.0,26/07/1998,-,-,0.5
The Favourite,['Drama'],75.0,23/11/2018,"15,000,000.00","95,918,706.00",1.98
Courageous,['Drama'],75.0,30/09/2011,"1,000,000.00","34,522,221.00",2.15
Summer Wars,['Animation'],75.0,01/08/2009,-,"18,434,328.00",1.9
The Conversation,['Crime'],75.0,07/04/1974,"1,600,000.00","4,420,000.00",1.88
Dark Waters,['Drama'],75.0,22/11/2019,"20,000,000.00","13,601,384.00",2.12
A Pure Formality,['Mystery'],75.0,15/05/1994,-,-,1.85
The Discreet Charm of the Bourgeoisie,['Comedy'],75.0,15/09/1972,"800,000.00",-,1.68
My Left Foot: The Story of Christy Brown,['Drama'],75.0,07/04/1989,"645,180.00","14,743,391.00",1.72
The French Connection,['Action'],75.0,14/11/2014,"1,800,000.00","41,158,757.00",1.73
Sling Blade,['Drama'],75.0,27/11/1996,"1,200,000.00","34,100,000.00",2.25
Donnie Brasco,['Crime'],75.0,18/12/1997,"35,000,000.00","124,909,762.00",2.12
Control,['Drama'],75.0,05/10/2007,"5,000,000.00","8,159,508.00",2.02
Cinderella Man,['Romance'],75.0,02/06/2005,"88,000,000.00","108,539,911.00",2.4
Extraction 2,['Action'],75.0,09/06/2023,"65,000,000.00",-,2.05
Life Itself,['Documentary'],75.0,04/07/2014,-,-,2.02
The Second Tragic Fantozzi,['Comedy'],75.0,15/04/1976,-,-,1.83
